relatienummer,rapportageset,formulier_id,volgnummer,periode,inzendmoment,laad_dts,eind_dts,categorie,relatienaam,verkorte_naam,toezichtklasse,activiteitstatus,hoofdcategorie,subcategorie,ziektekosten,rechtsopvolger,concern_id,concern_naam,rapportageID,A,R0110C0020,R0120C0020,R0210C0020,R0221C0020,R0230C0020,R0231C0020,R0240C0020,R0250C0020,R0261C0020,R0270C0020,R0271C0020,R0280C0020,R0291C0020,R0292C0020,R0293C0020,R0294C0020,R0295C0020,R0296C0020,R0297C0020,R0298C0020,R0300C0020,R0410C0020,R0412C0020,R0413C0020,R0414C0020,R0430C0020,R0440C0020,R0450C0020,R0461C0020,R0462C0020,R0480C0020,R0481C0020,R0482C0020,R0483C0020,R0500C0020,R0610C0020,R0620C0020,R0110C0030,R0120C0030,R0210C0030,R0250C0030,R0291C0030,R0292C0030,R0300C0030,R0410C0030,R0412C0030,R0413C0030,R0414C0030,R0430C0030,R0440C0030,R0450C0030,R0461C0030,R0462C0030,R0480C0030,R0481C0030,R0482C0030,R0483C0030,R0610C0030,R0620C0030,R0110C0040,R0120C0040,R0210C0040,R0221C0040,R0230C0040,R0231C0040,R0240C0040,R0250C0040,R0261C0040,R0270C0040,R0271C0040,R0280C0040,R0291C0040,R0292C0040,R0293C0040,R0294C0040,R0295C0040,R0296C0040,R0297C0040,R0298C0040,R0300C0040,R0410C0040,R0412C0040,R0413C0040,R0414C0040,R0430C0040,R0440C0040,R0450C0040,R0461C0040,R0462C0040,R0480C0040,R0481C0040,R0482C0040,R0483C0040,R0610C0040,R0620C0040,R0110C0050,R0120C0050,R0210C0050,R0250C0050,R0291C0050,R0292C0050,R0300C0050,R0410C0050,R0412C0050,R0413C0050,R0414C0050,R0430C0050,R0440C0050,R0450C0050,R0461C0050,R0462C0050,R0480C0050,R0481C0050,R0482C0050,R0483C0050,R0610C0050,R0620C0050,R0110C0070,R0120C0070,R0210C0070,R0250C0070,R0291C0070,R0292C0070,R0300C0070,R0410C0070,R0412C0070,R0413C0070,R0414C0070,R0430C0070,R0440C0070,R0450C0070,R0461C0070,R0462C0070,R0480C0070,R0481C0070,R0482C0070,R0483C0070,R0610C0070,R0620C0070,PAGEs2c_AO,R0220C0020,R0260C0020,R0460C0020,R0470C0020,R0460C0030,R0470C0030,R0220C0040,R0260C0040,R0460C0040,R0470C0040,R0460C0050,R0470C0050,R0460C0070,R0470C0070,R0290C0020,R0411C0020,R0290C0030,R0411C0030,R0290C0040,R0411C0040,R0290C0050,R0411C0050,R0290C0070,R0411C0070
W1789,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2018,18APR2019:16:07:38,18APR2019:20:06:56,09JUL2019:20:04:01,"Schade, exclusief zorg",Onderlinge Waarborgmaatschappij Sazas U.A.,SAZAS Onderlinge waarborgmaatschappij U.A.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,W1789,Onderlinge Waarborgmaatschappij Sazas U.A.,814570000,,75092343.6,75092343.6,7008126.69,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,3437169.91,3437169.91,61191689.67,61191689.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,75406472.65,73118487.0,4719047.09,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,3437169.91,2626449.09,61657546.08,58861324.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,61657546.08,58861324.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,7008126.69,0.0,0.0,0.0,0.0,0.0,4719047.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
W1938,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,18APR2019:16:40:55,18APR2019:20:06:56,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Noord-Holland Brandverzekeraar N.V.,Univé Regio + Brandverzekering N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0098,Coöperatie Univé Noord-Holland U.A.,814830000,,12026925.2882668,12026925.2882668,948534.560000445,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,11634742.5,11634742.5,0.0,0.0,0.0,0.0,,,,0.0,,,,13608208.0200004,0.0,591359.060000446,1769022.26274713,1769022.26274713,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,12132577.9250209,11262581.1358525,638712.661835271,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,10733035.4962974,10733035.4962974,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,463692.490994409,1769148.44172683,1744086.80435266,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1769148.44172683,1744086.80435266,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,948534.560000445,0.0,0.0,0.0,0.0,0.0,638712.661835271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
W0060,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:14:19:37,19APR2019:20:05:47,09MAY2019:20:11:19,"Schade, exclusief zorg",Mercurius Schadeverzekeringen N.V.,"Mercurius, Algemene Risico Verzekering Maatschappij N.V.",T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0060,Mercurius Schadeverzekeringen N.V.,787300000,,7649488.0,7649488.0,10631210.0,,0.0,,0.0,355138.0,,0.0,,0.0,0.0,0.0,,,,,,,800000.0,745345.0,745345.0,0.0,0.0,,,0.0,,,0.0,,,,12531692.0,0.0,6541622.0,8900480.0,8900480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,7851089.0,7058385.0,7158715.0,,0.0,,0.0,203625.0,,0.0,,0.0,0.0,0.0,,,,,,,600000.0,414825.0,414825.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,4906216.0,9069407.0,8310075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,9069407.0,8310075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,No,10631210.0,355138.0,0.0,,0.0,0.0,7158715.0,203625.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
W0260,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,18APR2019:16:41:36,19APR2019:20:05:47,01JAN5999:00:00:00,"Schade, exclusief zorg","Coöperatie ""Univé Hollands Noorden"" U.A.",Unive Hollands Noorden Onderlinge VerzekeringMaatschappij UA,T3,Niet actief,Verzekeraars,"Schade, exclusief zorg",,,W0260,"Coöperatie ""Univé Hollands Noorden"" U.A.",814820000,,3150468.58080408,3150468.58080408,325549.0,,325549.0,,0.0,128745.0,,0.0,,0.0,0.0,0.0,,,,,,,2000000.0,3455212.05,3455212.05,0.0,0.0,0.0,0.0,,,,0.0,,,,5909506.04999999,0.0,24234.0,1623738.64555395,1623738.64555395,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,3159029.69506113,3033710.71073785,253928.22,,253928.22,,0.0,73818.241746746,,0.0,,0.0,0.0,0.0,,,,,,,1500000.0,3282805.493112,3282805.493112,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,18175.5,1668435.4219482,1521522.48994936,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1668435.4219482,1521522.48994936,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,0.0,128745.0,0.0,0.0,0.0,0.0,0.0,73818.241746746,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
H0088,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,18APR2019:16:49:43,19APR2019:20:05:47,03JUN2019:20:05:03,Herverzekeraar,"N.V. Levensverzekering-Maatschappij ""De Hoop""","N.V. Levensverzekering-Maatschappij ""De Hoop""",T3,Actief,Verzekeraars,Herverzekeraar Leven,,,H0088,"N.V. Levensverzekering-Maatschappij ""De Hoop""",814870000,,45777303.943684,45777303.943684,40104539.0,,,,,108780.64,,,,,,,,,,,,,0.0,1159760.0,,,,,,,,,,,,,1817347.14,18143749.43,18143749.43,35909437.395624,35909437.395624,,,,,,,,,,,,,,,,,,,,,46120465.93476,43463236.766717,27005106.547045,,,,,62371.319903,,,,,,,,,,,,,0.0,1132517.24,,,,,,,,,,,,,22679686.79,13607812.07,37215072.208922,32269265.735327,,,,,,,,,,,,,,,,,,,,,37109075.977032,32686711.589306,,,,,,,,,,,,,,,,,,,,,No,40104539.0,108780.64,,,,,27005106.547045,62371.319903,,,,,,,,,,,,,,,,
W1961,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,18APR2019:17:58:08,19APR2019:20:05:47,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Oost Brandverzekeraar N.V.,Univé Oost Brandverzekeraar N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0150,Coöperatie Univé Oost U.A.,814930000,,25311357.7495755,25311357.7495755,1316315.97373934,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,23418169.8609607,23418169.8609607,0.0,0.0,0.0,0.0,,,,0.0,,,,26833751.4547,0.0,2584274.15470004,3372822.82467514,3372822.82467514,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,25480840.8700062,23912578.956884,886364.835671303,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,21621002.9148157,21621002.9148157,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1938205.61602503,3377075.16312047,3312651.18767044,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,3377075.16312047,3312651.18767044,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,1316315.97373934,0.0,0.0,0.0,0.0,0.0,886364.835671303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
W1806,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,18APR2019:20:03:53,19APR2019:20:05:47,01JAN5999:00:00:00,"Schade, exclusief zorg","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0121,SSO Groep,814990000,,16782369.0,16782369.0,697126.0,,0.0,,0.0,66788.0,,0.0,,0.0,0.0,0.0,,,,,,,34392.0,2074682.0,2074682.0,0.0,0.0,,,0.0,,,0.0,,,,3911836.0,0.0,446793.0,16571936.0,16571936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,16424295.0,15818728.0,469422.0,,0.0,,0.0,38294.0,,0.0,,0.0,0.0,0.0,,,,,,,25794.0,1891772.0,1891772.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,337970.0,16606183.0,16047477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,16606183.0,16047477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,No,697126.0,66788.0,0.0,,0.0,0.0,469422.0,38294.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
W1522,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:09:08:11,19APR2019:20:05:47,01JAN5999:00:00:00,"Schade, exclusief zorg","Scheepsverzekeringsmaatschappij Compact ""DOV"" N.V. in liquidatie","Scheepsverzekeringsmaatschappij Compact ""DOV"" N.V.",T2,Niet actief,Verzekeraars,"Schade, exclusief zorg",,W0219,C0092,E.O.C. Onderlinge Schepenverzekering U.A.,815180000,,117302.649459,117302.649459,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,0.0,522184.72271,522184.72271,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,117398.510516,114101.238089,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,522282.803273,514095.932986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,522282.803273,514095.932986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
W1973,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:09:15:33,19APR2019:20:05:47,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Dichtbij Brandverzekeraar N.V.,Univé Dichtbij Brandverzekeraar N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0137,Coöperatie Univé Dichtbij U.A.,815210000,,51764360.1783713,51764360.1783713,3870245.19999536,,0.0,,0.0,254359.13000348,,0.0,,0.0,0.0,0.0,,,,,,,0.0,49761988.74,49761988.74,0.0,0.0,0.0,0.0,,,,0.0,,,,57338377.3604988,0.0,7198062.17049884,11444272.1534374,11444272.1534374,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,52435619.991015,48721769.7625758,2606098.6261197,,0.0,,0.0,145841.343346063,,0.0,,0.0,0.0,0.0,,,,,,,0.0,43800051.319735,43800051.319735,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,5398546.62787413,11444435.7574261,11318517.4592348,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,11444435.7574261,11318517.4592348,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,3870245.19999536,254359.13000348,0.0,0.0,0.0,0.0,2606098.6261197,145841.343346063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
W0128,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:09:26:34,19APR2019:20:05:47,23APR2019:20:09:04,"Schade, exclusief zorg",Onderlinge Verzekering Maatschappij ZLM U.A.,"ZLM u.a., Onderlinge Verzekering Maatschappij",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0128,Onderlinge Verzekering Maatschappij ZLM U.A.,815240000,,236557400.49,236557400.49,63147358.19,,,,,31500650.97,,335187.55,,,,,,,,,,,26097261.19,194693195.12,194693195.12,,,,,,,,,,,,,40172708.18,40172708.18,99894621.46,99894621.46,,,,,,,,,,,,,,,,,,,,,238247904.35,226538623.31,42523431.01,,,,,18131723.02,,261446.29,,,,,,,,,,,19572945.89,186978284.291598,186978284.291598,,,,,,,,,,,,50025490.46,30319925.91,103495187.21,92762739.58,,,,,,,,,,,,,,,,,,,,,103495187.21,92762739.58,,,,,,,,,,,,,,,,,,,,,No,63147358.19,31165463.42,,,,,42523431.01,17870276.73,,,,,,,,,,,,,,,,
H0089,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:11:05:09,19APR2019:20:05:47,21JUN2019:20:05:00,Herverzekeraar,Stichtsche Onderlinge Brand-Herverzekering U.A.,Stichtsche Onderlinge Brand-Herverzekering U.A.,T3,Actief,Verzekeraars,Herverzekeraar Schade,,,C0121,SSO Groep,815420000,,-407557.0,-407557.0,1341989.0,,0.0,,0.0,20914.0,,0.0,,0.0,0.0,0.0,,,,,,,700000.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,2122810.0,0.0,0.0,-204592.0,-204592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,-407518.0,-410627.0,903652.0,,0.0,,0.0,11991.0,,0.0,,0.0,0.0,0.0,,,,,,,525000.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,-204611.0,-209978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,-204611.0,-209978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,No,1341989.0,20914.0,0.0,,0.0,0.0,903652.0,11991.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
L0182,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:14:36:34,19APR2019:20:05:47,01JAN5999:00:00:00,Leven,Brand New Day Levensverzekeringen N.V.,Brand New Day Levensverzekeringen N.V.,T3,Niet actief,Verzekeraars,Levensverzekeraar,,L0155,C0157,Brand New Day Houdstermaatschappij N.V.,815680000,,,,867526.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159541.92,2159541.92,7971995.102921,7971995.102921,,,,,,,,,,,,,,,,,,,2156377.27,2156377.27,,,584164.379359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699427.4,1619656.44,8419079.045714,6733512.732411,,,,,,,,,,,,,,,,,,,2695471.5875,1617282.9525,8419079.045714,6733512.732411,,,,,,,,,,,,,,,,,,,2695471.5875,1617282.9525,No,867526.41,,,,,,584164.379359,,,,,,,,,,,,,,,,,
W0319,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:15:10:48,19APR2019:20:05:47,01JAN5999:00:00:00,"Schade, exclusief zorg",N.V. Schadeverzekeringsmaatschappij Maas Lloyd,Maas Lloyd Schadeverzekeringsmaatschappij N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R187600,Dutch Insurance Group B.V.,815790000,,30358595.4379746,30358595.4379746,,,,,,655122.577499999,,655122.577499999,,,,,,,,,,,,7491152.74516579,,,,,,,,,,,,,28938705.4153228,5436610.31854643,5436610.31854643,23723075.9818137,23723075.9818137,,,,,,,,,,,,,,,,,,,4931392.41939319,4931392.41939319,30613729.5414776,29117758.6049916,,,,,,510995.610449999,,510995.610449999,,,,,,,,,,,,7132503.5205071,,,,,,,,,,,,,6795762.89818304,4077457.73890982,24088469.0699071,22519438.9684984,,,,,,,,,,,,,,,,,,,6164240.52424149,3698544.31454489,24088469.0699071,22519438.9684984,,,,,,,,,,,,,,,,,,,6164240.52424149,3698544.31454489,No,,,,,,,,,,,,,,,,,,,,,,,,
L0093,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:17:04:49,19APR2019:20:05:47,23APR2019:20:09:04,Leven,VvAA Levensverzekeringen N.V.,VVAA Levensverzekeringen N.V.,T3,Niet actief,Verzekeraars,Levensverzekeraar,,,L0093,VvAA Levensverzekeringen N.V.,815930000,,394793869.0,394793869.0,108693590.4,,,,,33356048.5,,,,,,,,,,,,,11610645.68,103712205.8,103712205.8,,,,,,,,,,,,314811126.3,21235733.0,21235733.0,447001639.0,447001639.0,89013481.0,1745362.0,,,,,,,,,,,,,,,,,,,396791473.0,380175162.0,73194263.8,,,,,19126358.2,,,,,,,,,,,,,8707984.26,99781550.2,99781550.2,,,,,,,,,,,,25785612.77,16685853.23,448728980.0,433762834.0,60514042.0,1012412.0,,,,,,,,,,,,,,,,,,,448728980.0,433762834.0,60514042.0,1012412.0,,,,,,,,,,,,,,,,,,,No,108693590.4,33356048.5,,,,,73194263.8,19126358.2,,,,,,,,,,,,,,,,
W0010,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:17:10:33,19APR2019:20:05:47,23APR2019:20:09:04,"Schade, exclusief zorg",VvAA schadeverzekeringen N.V.,VVAA schadeverzekeringen N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0025,VvAA groep B.V.,815960000,,144996167.0,144996167.0,14280936.0,,,,,27440695.2,,,,,,,,,,,,,12610645.7,38691113.7,38691113.7,,,,,,,,,,,,123571713.0,17699325.5,17699325.5,139943071.0,139943071.0,,,,,,,,,,,,,,,,,,,,,145599401.0,141319714.0,9616782.3,,,,,15734494.7,,,,,,,,,,,,,9457984.2,36564826.4,36564826.4,,,,,,,,,,,,21492454.9,13906196.1,140342461.0,135223161.0,,,,,,,,,,,,,,,,,,,,,140342461.0,135223161.0,,,,,,,,,,,,,,,,,,,,,No,14280936.0,27440695.2,,,,,9616782.3,15734494.7,,,,,,,,,,,,,,,,
W1976,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,19APR2019:21:55:18,22APR2019:20:07:17,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Het Groene Hart Brandverzekeraar N.V.,Univé Zuid-Holland Brandverzekeraar N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0154,Coöperatie Univé Het Groene Hart U.A.,816020000,,9780598.60591329,9780598.60591329,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,10248649.5,10248649.5,0.0,0.0,0.0,0.0,,,,0.0,,,,10248649.5,0.0,0.0,1881995.86705614,1881995.86705614,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,9782964.41799275,9512504.74622009,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,9912330.50117,9912330.50117,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1881996.82919332,1863912.65454833,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1881996.82919332,1863912.65454833,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
W1631,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,20APR2019:14:32:38,22APR2019:20:07:17,23MAY2019:20:05:13,"Schade, exclusief zorg",HDI-Gerling Verzekeringen N.V.,HDI-Gerling Verzekeringen N.V.,T3,Niet actief,Verzekeraars,"Schade, exclusief zorg",,,W1631,HDI-Gerling Verzekeringen N.V.,816090000,,151607959.73,151607959.73,,,,,,3235841.09,,212793.09,,,,,,,,,,,4700000.0,153563109.26,150296547.49,3266561.77,0.0,0.0,0.0,,,,0.0,,,,146290114.45,9894800.75,9894800.75,87849976.3,87849976.3,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,12641815.98,12641815.98,152317695.078922,145631336.770758,,,,,,1899297.08,,165978.61,,,,,,,,,,,3525000.0,148860430.543058,145774434.508019,3085996.03503971,0.0,0.0,0.0,,,,0.0,,,,11749741.62,8039859.89,87774388.07,85393098.17,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,14905237.75,10378394.22,87774388.07,85393098.17,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,14905237.75,10378394.22,No,,3023048.0,0.0,0.0,0.0,0.0,,1733318.47,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
H0132,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2018,21APR2019:09:51:23,22APR2019:20:07:17,01JAN5999:00:00:00,Herverzekeraar,ABN AMRO Captive N.V.,ABN AMRO Captive N.V.,T2,Actief,Verzekeraars,Herverzekeraar Schade,,,H0132,ABN AMRO Captive N.V.,816120000,,33888955.66,33888955.66,0.0,,,,,0.0,,,,,,,,,,,,,,33888955.66,,,,,,,,,,,,,33888955.66,,,11671839.41,11671839.41,,,,,,,,,,,,,,,,,,,,,33972038.0,33393417.09,0.0,,,,,0.0,,,,,,,,,,,,,,33888955.66,,,,,,,,,,,,,,,11671993.23,11450552.26,,,,,,,,,,,,,,,,,,,,,11671993.23,11450552.26,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1943,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2018,21APR2019:13:12:55,22APR2019:20:07:17,01JAN5999:00:00:00,Zorg,Salland Aanvullende Verzekeringen N.V.,Eno Aanvullende Verzekeringen N.V.,T3,Actief,Verzekeraars,Zorg,Aanvullend,,C0096,Coöperatie Salland U.A.,816170000,,10270690.7264079,10270690.7264079,910070.28,,,,,58703.69,,,,,,,,,,,,,,10255177.51,10255177.51,,,,,,,,,,,,11226119.4983093,802719.95,802719.95,-357366.50551096,-357366.50551096,,,,,,,,,,,,,,,,,,,,,10274718.6578921,10029375.1936748,612812.053231374,,,,,33658.807583107,,,,,,,,,,,,,,10103812.082821,10103812.082821,,,,,,,,,,,,1001271.600714,604168.299286,-357366.50551096,-355095.84456394,,,,,,,,,,,,,,,,,,,,,-357366.50551096,-355095.84456394,,,,,,,,,,,,,,,,,,,,,No,910070.28,58703.69,,,,,612812.053231374,33658.807583107,,,,,,,,,,,,,,,,
W1942,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2018,21APR2019:13:29:50,22APR2019:20:07:17,01JAN5999:00:00:00,Zorg,Salland Zorgverzekeraar N.V.,Eno Zorgverzekeraar N.V.,T3,Actief,Verzekeraars,Zorg,Basis,,C0096,Coöperatie Salland U.A.,816190000,,67000593.7175277,67000593.7175277,5936820.98,,,,,1232951.94999999,,850000.0,,,,,,,,,,,1556000.0,66899393.4,66899393.4,,,,,,,,,,,,75639309.1216906,5236523.38,5236523.38,120046315.712495,120046315.712495,,,,,,,,,,,,,,,,,,,,,67026869.8286583,65426377.8786179,3997664.28414835,,,,,882572.330097576,,663000.0,,,,,,,,,,,1167000.0,65911964.8250494,65911964.8250494,,,,,,,,,,,,6531770.082513,3941276.677487,120047695.848217,118632593.0758,,,,,,,,,,,,,,,,,,,,,120047695.848217,118632593.0758,,,,,,,,,,,,,,,,,,,,,No,5936820.98,382951.949999999,,,,,3997664.28414835,219572.330097576,,,,,,,,,,,,,,,,
