relatienummer,rapportageset,formulier_id,volgnummer,periode,inzendmoment,laad_dts,eind_dts,categorie,relatienaam,verkorte_naam,toezichtklasse,activiteitstatus,hoofdcategorie,subcategorie,ziektekosten,rechtsopvolger,concern_id,concern_naam,rapportageID,A,R0110C0020,R0120C0020,R0210C0020,R0221C0020,R0230C0020,R0231C0020,R0240C0020,R0250C0020,R0261C0020,R0270C0020,R0271C0020,R0280C0020,R0291C0020,R0292C0020,R0293C0020,R0294C0020,R0295C0020,R0296C0020,R0297C0020,R0298C0020,R0300C0020,R0410C0020,R0412C0020,R0413C0020,R0414C0020,R0430C0020,R0440C0020,R0450C0020,R0461C0020,R0462C0020,R0480C0020,R0481C0020,R0482C0020,R0483C0020,R0500C0020,R0610C0020,R0620C0020,R0110C0030,R0120C0030,R0210C0030,R0250C0030,R0291C0030,R0292C0030,R0300C0030,R0410C0030,R0412C0030,R0413C0030,R0414C0030,R0430C0030,R0440C0030,R0450C0030,R0461C0030,R0462C0030,R0480C0030,R0481C0030,R0482C0030,R0483C0030,R0610C0030,R0620C0030,R0110C0040,R0120C0040,R0210C0040,R0221C0040,R0230C0040,R0231C0040,R0240C0040,R0250C0040,R0261C0040,R0270C0040,R0271C0040,R0280C0040,R0291C0040,R0292C0040,R0293C0040,R0294C0040,R0295C0040,R0296C0040,R0297C0040,R0298C0040,R0300C0040,R0410C0040,R0412C0040,R0413C0040,R0414C0040,R0430C0040,R0440C0040,R0450C0040,R0461C0040,R0462C0040,R0480C0040,R0481C0040,R0482C0040,R0483C0040,R0610C0040,R0620C0040,R0110C0050,R0120C0050,R0210C0050,R0250C0050,R0291C0050,R0292C0050,R0300C0050,R0410C0050,R0412C0050,R0413C0050,R0414C0050,R0430C0050,R0440C0050,R0450C0050,R0461C0050,R0462C0050,R0480C0050,R0481C0050,R0482C0050,R0483C0050,R0610C0050,R0620C0050,R0110C0070,R0120C0070,R0210C0070,R0250C0070,R0291C0070,R0292C0070,R0300C0070,R0410C0070,R0412C0070,R0413C0070,R0414C0070,R0430C0070,R0440C0070,R0450C0070,R0461C0070,R0462C0070,R0480C0070,R0481C0070,R0482C0070,R0483C0070,R0610C0070,R0620C0070,PAGEs2c_AO,R0220C0020,R0260C0020,R0460C0020,R0470C0020,R0460C0030,R0470C0030,R0220C0040,R0260C0040,R0460C0040,R0470C0040,R0460C0050,R0470C0050,R0460C0070,R0470C0070,R0290C0020,R0411C0020,R0290C0030,R0411C0030,R0290C0040,R0411C0040,R0290C0050,R0411C0050,R0290C0070,R0411C0070
W1886,ZSOLV2JARSXX,S_26_01_01_01,4,31-12-2023,13AUG2024:14:21:54,13AUG2024:19:10:17,14MAY2025:19:08:17,Zorg,ONVZ Aanvullende Verzekering N.V.,ONVZ Aanvullende Verzekering N.V.,T3,Actief,Verzekeraars,Zorg,Aanvullend,,C0099,ONVZ Holding B.V.,5332560000,,82373983.3899439,82373983.3899439,7291537.87,7291537.87,,,,153835.61,153835.61,,,,,,,,,,,,,70724969.39,70724969.39,,,,,,,,,,,,78146508.8199999,6802286.22,6802286.22,38929316.2201596,38929316.2201596,,,,,,,,,,,,,,,,,,,,,84154961.48801,80396180.7707362,4341549.51358284,4341549.51358284,,,,76213.702797413,76213.702797413,,,,,,,,,,,,,69070995.8175548,69070995.8175548,,,,,,,,,,,,8483830.942338,5120741.497662,39599630.6563173,38305988.4374855,,,,,,,,,,,,,,,,,,,,,39599630.6563173,38305988.4374855,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
L0129,ZSOLV2JARSXX,S_26_01_01_01,5,31-12-2023,22AUG2024:15:51:12,22AUG2024:19:10:23,19SEP2024:19:07:31,Leven,Lifetri Verzekeringen N.V.,Lifetri Verzekeringen N.V.,T3,Actief,Verzekeraars,Levensverzekeraar,,,C0003,Achmea B.V.,5354140000,,1400648076.92004,1400648076.92004,51843845.5619427,51843845.5619427,,,,,,,,,,,,,,,,,,562035279.648047,562035279.648047,,,,,,,,,,,,1025255742.99948,,,1260168559.22912,1260168559.22912,,,,,,,,,,,,,,,,,,,,,1689981304.03778,1140309162.59402,30869019.1877226,30869019.1877226,,,,,,,,,,,,,,,,,,526863977.854936,526863977.854936,,,,,,,,,,,,,,1543566143.25792,1000509054.35548,,,,,,,,,,,,,,,,,,,,,1543566143.25792,1000509054.35548,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1910,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2023,27AUG2024:12:09:18,27AUG2024:19:10:19,01JAN5999:00:00:00,"Schade, exclusief zorg",National Academic Verzekeringsmaatschappij N.V.,National Academic Verzekeringsmaatschappij NV,T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0155,Centraal Administratiekantoor Dordrecht B.V.,5360850000,,111786349.541667,111786349.541667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300000.0,111786349.541667,111786349.541667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118086349.541667,0.0,0.0,53494876.064378,53494876.064378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112660867.443286,111007660.839162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4725000.0,110221340.648083,110221340.648083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55265290.377015,51719958.172015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55265290.377015,51719958.172015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
L0129,ZSOLV2JARSXX,S_26_01_01_01,6,31-12-2023,19SEP2024:13:23:17,19SEP2024:19:07:32,01JAN5999:00:00:00,Leven,Lifetri Verzekeringen N.V.,Lifetri Verzekeringen N.V.,T3,Actief,Verzekeraars,Levensverzekeraar,,,C0003,Achmea B.V.,5390240000,,1400648076.92004,1400648076.92004,51843845.5619427,51843845.5619427,,,,,,,,,,,,,,,,,,562035279.648047,562035279.648047,,,,,,,,,,,,1025255742.99948,,,1260168559.22912,1260168559.22912,,,,,,,,,,,,,,,,,,,,,1689981304.03778,1140309162.59402,30869019.1877226,30869019.1877226,,,,,,,,,,,,,,,,,,526863977.854936,526863977.854936,,,,,,,,,,,,,,1543566143.25792,1000509054.35548,,,,,,,,,,,,,,,,,,,,,1543566143.25792,1000509054.35548,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
L0058,ZSOLV2JARSXX,S_26_01_01_01,4,31-12-2023,19SEP2024:13:36:03,19SEP2024:19:07:32,01JAN5999:00:00:00,Leven,ASR Levensverzekering N.V.,ASR Levensverzekering N.V.,T4,Actief,Verzekeraars,Levensverzekeraar,,,C0002,ASR Nederland N.V.,5390370000,,25191481904.0678,25191481904.0678,1663765815.90145,1660604424.58145,3161391.32,0.0,0.0,264336448.228279,264336448.228279,0.0,0.0,0.0,,190487550.71,0.0,0.0,0.0,190487550.71,0.0,0.0,3929385254.09818,14562774617.846,14562774617.846,0.0,0.0,0.0,0.0,27091576.2635389,2551957.62,0.0,0.0,18653224.8535389,5886393.79,0.0,19459644181.7861,0.0,861007420.325612,28147299888.0431,28147299888.0431,395044789.924625,0.0,0.0,0.0,24243054796.2209,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126934377.64419,28295010041.3516,21494496195.6916,1180043362.3094,1177577477.0798,2465885.2296,0.0,0.0,130958335.436688,130958335.436688,0.0,0.0,0.0,,131203186.47048,0.0,0.0,0.0,131203186.47048,0.0,0.0,3036885331.2748,13877690723.7048,13877690723.7048,0.0,0.0,0.0,0.0,10909187.6222104,2471426.41268,0.0,0.0,3080405.67547605,5357355.53405437,0.0,0.0,693136520.59948,31318245553.187,24665605726.2168,440388262.808373,0.0,0.0,0.0,24168048504.9997,-30475470.6635102,-30475470.6635102,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96744063.1515189,31318245553.187,24665605726.2168,474337921.001872,0.0,0.0,0.0,24245092804.3184,6000000.0,6000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96744063.1515189,No,,,,,,,,,,,,,,,,,,,,,,,,
W1922,ZSOLV2JARSXX,S_26_01_01_01,3,31-12-2023,19SEP2024:13:39:13,19SEP2024:19:07:32,01JAN5999:00:00:00,Zorg,ASR Aanvullende Ziektekostenverzekeringen N.V.,ASR Aanvullende Ziektekostenverzekeringen N.V.,T4,Actief,Verzekeraars,Zorg,Aanvullend,,C0002,ASR Nederland N.V.,5390390000,,24732256.61,24732256.61,3067152.46999999,3067152.46999999,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24732256.6099999,24732256.6099999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,27799409.08,0.0,31357.939546667,-3630107.18039749,-3630107.18039749,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25215034.1368258,24247052.3345116,1826252.88433274,1826252.88433274,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24123161.1987863,24123161.1987863,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23518.45466,-3589661.13592209,-3674512.16406327,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3589661.13592209,-3674512.16406327,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1921,ZSOLV2JARSXX,S_26_01_01_01,3,31-12-2023,19SEP2024:14:33:41,19SEP2024:19:07:32,01JAN5999:00:00:00,Zorg,ASR Basis Ziektekostenverzekeringen N.V.,ASR Basis Ziektekostenverzekeringen NV,T4,Actief,Verzekeraars,Zorg,Basis,,C0002,ASR Nederland N.V.,5390680000,,246351015.579903,246351015.579903,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155283110.91,155283110.91,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155283110.91,0.0,44946.815835069,187396331.661518,187396331.661518,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249996678.926785,242670413.934107,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151120153.900523,151120153.900523,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33710.108948165,192449560.249312,182672029.798509,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192449560.249312,182672029.798509,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0449,ZSOLV2JARSXX,S_26_01_01_01,1,30-04-2024,14OCT2024:09:58:22,14OCT2024:19:07:15,01JAN5999:00:00:00,"Schade, exclusief zorg",Onderlinge Hagelverzekering Maatschappij AgriVer B.A.,Agriver Onderlinge Hagelverzekering Maatschappij B.A.,T2,Niet actief,Verzekeraars,"Schade, exclusief zorg",,,W0449,Onderlinge Hagelverzekering Maatschappij AgriVer B.A.,5417710000,,1320565.42,1320565.42,3781749.15,3781749.15,0.0,0.0,0.0,1010049.12,254691.0,755358.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427961.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,1164619.34,0.0,2396461.02,2329105.8718,2329105.8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418021.9801,1208613.0915,2151184.5572,2151184.5572,0.0,0.0,0.0,708586.936,119407.6024,589179.3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320970.75,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,1797345.765,2377706.1134,2283401.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2377706.1134,2283401.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1986,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,06FEB2025:11:51:17,06FEB2025:19:07:47,12MAR2025:19:08:13,"Schade, exclusief zorg",TVM verzekeringen N.V.,TVM zakelijk N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0066,Coöperatie TVM U.A.,5685810000,,455845545.259434,455845545.259434,60849355.857901,60849355.857901,,,,2100647.9672718,2100647.9672718,,,,,,,,,,,,37973723.2940946,418821807.613223,418821807.613223,,,,,,,,,,,,521763307.255951,22796055.2096035,22796055.2096035,315680013.811998,315680013.811998,,,,,,,,,,,,,,,,,,,,,473029729.11924,437112163.983754,36231107.3516648,36231107.3516648,,,,1040709.36410395,1040709.36410395,,,,,,,,,,,,28480292.470571,400454421.527516,400454421.527516,,,,,,,,,,,,28165323.442436,17426786.976771,330518519.693055,299304147.619566,,,,,,,,,,,,,,,,,,,,,330518519.693055,299304147.619566,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1913,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,26FEB2025:14:09:13,26FEB2025:19:06:44,01JAN5999:00:00:00,Zorg,FBTO Zorgverzekeringen N.V.,FBTO Zorgverzekeringen NV,T4,Actief,Verzekeraars,Zorg,Basis,,C0003,Achmea B.V.,5752930000,,745496541.91,745496541.91,18454692.45,18454692.45,0.0,0.0,0.0,6285827.52,6285827.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613484622.8,0.0,0.0,0.0,0.0,0.0,10310146.41,10310146.41,0.0,0.0,0.0,0.0,0.0,620489931.51,-163780.21,2310842.76,546400592.2,546400592.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753068737.77,738210457.44,10723187.59,10723187.59,0.0,0.0,0.0,3026170.85,3026170.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603769672.95,0.0,0.0,0.0,0.0,0.0,10041846.25,10041846.25,0.0,0.0,0.0,0.0,0.0,-204725.26,1780646.03,554816255.73,538519861.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554816255.73,538519861.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1911,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,26FEB2025:14:13:22,26FEB2025:19:06:44,01JAN5999:00:00:00,Zorg,Interpolis Zorgverzekeringen N.V.,Interpolis Zorgverzekeringen NV,T4,Actief,Verzekeraars,Zorg,Basis,,C0003,Achmea B.V.,5752970000,,187293366.52,187293366.52,17767696.08,17767696.08,0.0,0.0,0.0,5991444.9,5991444.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131988293.14,131988293.14,0.0,0.0,0.0,0.0,10477910.63,10477910.63,0.0,0.0,0.0,0.0,0.0,127680807.08,-165579.24,2298823.66,153687831.99,153687831.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190263046.23,184220274.89,10324071.15,10324071.15,0.0,0.0,0.0,2884446.93,2884446.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128429839.83,128429839.83,0.0,0.0,0.0,0.0,10205244.76,10205244.76,0.0,0.0,0.0,0.0,0.0,-206974.05,1769406.49,155884543.49,151629457.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155884543.49,151629457.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1817,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,26FEB2025:14:18:32,26FEB2025:19:06:44,01JAN5999:00:00:00,Zorg,Zilveren Kruis Zorgverzekeringen N.V.,Zilveren Kruis Zorgverzekeringen N.V.,T4,Actief,Verzekeraars,Zorg,Basis,,C0003,Achmea B.V.,5752990000,,3791442610.51,3791442610.51,297020986.41,297020986.41,0.0,0.0,0.0,100227282.86,100227282.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902884670.15,0.0,0.0,0.0,0.0,0.0,174529553.41,174529553.41,0.0,0.0,0.0,0.0,0.0,3673356075.66,-2758972.64,38344870.86,3078117932.0,3078117932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3849630434.33,3732291007.83,172586498.83,172586498.83,0.0,0.0,0.0,48252180.08,48252180.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833090641.54,0.0,0.0,0.0,0.0,0.0,169987784.03,169987784.03,0.0,0.0,0.0,0.0,0.0,-3448715.8,29516261.46,3110163891.33,3047935543.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3110163891.33,3047935543.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1958,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,04MAR2025:10:28:59,04MAR2025:19:06:53,04APR2025:19:08:40,"Schade, exclusief zorg",Roeminck Insurance N.V.,Roeminck Insurance N.V.,T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0134,Roeminck Insurance N.V.,5761360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13876166.4133277,13876166.4133277,,,,,,,,,,,,,,,,,,,10128754.745775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14063839.5173838,13692292.927662,,,,,,,,,,,,,,,,,,,12660943.4322188,,14063839.5173838,13692292.927662,,,,,,,,,,,,,,,,,,,12660943.4322188,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1806,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,05MAR2025:13:32:13,05MAR2025:19:07:51,14MAY2025:19:11:41,"Schade, exclusief zorg","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0121,SSO Groep,5762580000,,3979044.9,3979044.9,932499.2689,932499.2689,0.0,0.0,0.0,52110.0,52110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70350.1077,2513729.9,2513729.9,0.0,0.0,,,0.0,0.0,,0.0,,,,1936964.0753,0.0,536563.9862,3552043.0271,3552043.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4161275.8671,3765234.5767,542180.8105,542180.8105,0.0,0.0,0.0,25087.1922,25087.1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52762.5807,2281065.7384,2281065.7384,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,409556.4071,3744674.1472,3325677.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3744674.1472,3325677.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1875,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,06MAR2025:10:38:33,06MAR2025:19:06:18,01JAN5999:00:00:00,"Schade, exclusief zorg",N.V. Univé Schade,Univé Schade N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0015,Coöperatie Univé U.A.,5763310000,,819463737.811812,819463737.811812,24696762.1899999,24696762.1899999,0.0,0.0,0.0,699544.09,199544.09,500000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13967564.6999999,525194759.449999,525194759.449999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34427432.17,0.0,19314111.6499999,522283464.618668,522283464.618668,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846385502.699244,788851756.655757,14359379.1291864,14359379.1291864,0.0,0.0,0.0,486066.032030068,96066.032030068,390000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10475673.5249999,502151275.864888,502151275.864888,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16686488.9933972,546111679.043588,494430675.610945,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546111679.043588,494430675.610945,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0219,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,10FEB2025:10:13:01,07MAR2025:15:14:05,03APR2025:19:07:42,"Schade, exclusief zorg",E.O.C. Onderlinge Schepenverzekering U.A.,E.O.C. Onderlinge Schepenverzekering U.A.,T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0092,E.O.C. Onderlinge Schepenverzekering U.A.,5694940000,,26430330.065221,26430330.065221,12657239.5,11718467.59,938771.91,0.0,0.0,947845.12,947845.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170000.0,26560829.89,26560829.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41653334.13,9706799.08,9706799.08,11459798.147168,11459798.147168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27314914.84267,25468488.263932,7545682.557961,6813440.468161,732242.0898,0.0,0.0,456318.799807,456318.799807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627500.0,26395491.180211,26395491.180211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11976016.740595,7437581.419405,11694902.540041,11232184.619797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694902.540041,11232184.619797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1825,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2024,26FEB2025:13:55:43,07MAR2025:15:14:05,01JAN5999:00:00:00,Zorg,Achmea Zorgverzekeringen N.V.,Achmea Zorgverzekeringen NV,T4,Actief,Verzekeraars,Zorg,Aanvullend,,C0003,Achmea B.V.,5752840000,,771317436.28,771317436.28,158429241.29,158429241.29,0.0,0.0,0.0,3377700455.34,103785913.73,3273914541.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746121472.37,0.0,0.0,0.0,0.0,0.0,24781919.85,24781919.85,0.0,0.0,0.0,0.0,0.0,957022450.45,-477057.09,37193393.55,125855329.74,125855329.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777617740.62,764765866.61,92056789.83,92056789.83,0.0,0.0,0.0,2603618745.66,49965403.2,2553653342.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733494263.02,0.0,0.0,0.0,0.0,0.0,24137021.82,24137021.82,0.0,0.0,0.0,0.0,0.0,-596321.37,28297975.8,128130475.69,123741479.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128130475.69,123741479.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
